Albedo 0xac652e43
BloodOverlayAmountDown 0x83701be7
DynamicDofLookup 0xa2746e41
AtmosphereLightColor 0x3e6361b1
WeatheringDirtRoughness 0x3d4fd8b6
SnowCoverageDebug 0xe786f8b2
MinRoughnessSubdermal 0xd1f8b99a
TexTearNormalsGrayscale 0x3873c752
MaxSpecular 0x67c33e44
PaletteSlotB 0x343edad2
HologramPlanetSunDirection 0xfa54256b
IridescenceThickness 0xd307e85b
TrampleMinMax 0xb7273d5c
VertexOffsetAmount 0x7bada331
SampAlbedoBlend 0x6a217d98
TexDistTex 0x6aad1887
SampTerrainDisplacementMap 0xd4fd610a
MaxRoughnessSubdermal 0xb2e17098
TexNoisePack 0x3f568b50
TexVistaDetailNar 0x7b8be72b
SampWaterTarget 0x2f60249
SwirlStrength 0xe3a5955a
TexNormalArray 0x6c2b638f
SampDataTex 0x169a0ed9
TexGeneratedPerZoneShaderInput 0xbaa571f7
TexConcreteSurfaceData 0xc6d36749
DecalDamage 0x16812edf
ScenarioMaskForwardHeight 0xf027ae30
TexAlbedoWear 0xb38336f5
OffsetFadeSmoothstepMin 0x56c5468b
IsBackpackShield 0x5ec20e6
EllipseMaskShape 0x957ae072
MinSubsurfaceOpacity 0xac14074a
SubsurfaceDetailCurve 0xb200382a
LensEmissiveIntensity 0xf4ed50e6
BaseTiling 0x24f06755
DropSelectGridSlopeOpacityMult 0x4f955fbd
SampDetailNormalPorcelain 0x985234b
SampTrimDecal 0xdb679e62
RectangleIndices 0xad1f2fab
VertexAoMin 0x7a277449
TexAtmosphericScatteringColor 0x8fb322e7
MinSpecular 0x24c53780
SampSweepTex 0xbe941023
BulgeMult 0x35682e1e
Shexhs 0xd0371b64
Percent 0x5d58512
OutSubsurfaceColor 0x93bd8e75
OutSubsurfaceWrap 0x9d46d2b4
TexMaterialLut 0xe7686d29
ConcreteBasecolor 0x7e7612a4
DistortionPanning 0xb605a0a9
HologramPlanetRayleighBeta 0xd381e3f3
EllipseCenterExp 0xca483660
ScreenSpaceEffectAnchor 0xf3f3d3e0
ColorBottom 0x89e803be
CameraLastProjection 0x8c3a6f9e
UseManualId 0x361cc25c
DistMult 0x3e61d866
MeshParticleId 0x390e7eb0
EmissiveEnabledMask 0x4b564f57
OffsetDistance 0x3f5a37c5
PlanetPositions 0x9def0863
MinSpecularSubdermal 0x488c2919
Ynufpf 0x8ef44acb
Height 0xef1c29a0
UseLut 0x8e478fe8
PrimaryMaterialHasNormalMr 0x97d68e46
IrisDensity 0x848b758f
SampIesLookup 0x5719c690
TexWeatheringDirt 0x2ce6ff1f
NoAlpha 0x8e2f71bb
LutExp 0x18ec4c0
SampTexMask 0xd48a7855
UnderlightFadeExp 0xb5e6f660
SampCorporateColorRoughnessLut 0x2d79eb83
UseVetexcolor 0xbdb70075
SampMinimapRoutes 0x92a1eb7
LumMax 0xbf7ee755
CDropSelect 0x7cab37dc
SpeedBubbles 0x1bf0364c
TopFade 0x779cc69a
TexOverlayTextureMap 0xbec57002
FarFade 0x4cf9d4dd
IrisSharpness 0xfa088ec8
SinFreq 0xd65439d9
TexBloodLut 0x7c65a43
MinRoughness 0xa2687d9b
SampTriplanarDetailAlbedo 0x58206845
PinchEnds 0x76563f6e
IsBeam 0xb4c63d63
TexBugSplatterTiler 0xa2a8ecee
CsCameraViewProj 0x924447ee
TexGrayscaleSkin 0x626f7d85
FireColor 0x545f1945
TextureTiling 0xe7671af
GlassSpecular 0xe17af293
CCloudStartStop 0x74fa9302
TexTerrainDisplacementMap 0xde1d2748
BurnSoftness 0x189fc090
TerrainPropertiesMip 0x393bbe2
DistortionIntensity 0xd03577e1
FarFadeOpacity 0x5a37e853
TexTextureLut 0x8c9b5098
SampBhNoise 0xff3a5043
TexSnowPnrbArray 0x6e11eaa8
SecondaryColor 0x43a2356b
WeatherEffectColor 0xa50e0984
ROffsetMax 0x3a761f80
LoopAnimation 0x3aeb580a
InnerHoleFalloff 0x83e7fa2f
TexAlbedoBlend 0xea90e06d
TexSurfaceData 0xef39234
CameraLastInvProjection 0x5cc9a47
RoughnessPattern 0x8c9d06a3
SpeedMult 0x3ad29c49
SinNoiseExp 0x33a1c216
TexNoiseArray 0xc3f94833
NormalMaskMax 0x2b8ca6d4
SubsurfaceCurve 0xcc57f014
SampGridTextureMap 0x15f60ec1
OpacityRim 0x1115993
TexGeneratedRouteDistance 0xea8155df
BOffsetMaster 0x25666de1
SampVegetationBending 0x6df31fa2
ExpMult 0x32795dec
FuzzIntensiy 0x29c5afbb
SampIrisTiler 0x71dff8ad
SmokeColor 0x13c347ca
LightBoxMin 0x2d6444aa
SampFlickerTex 0x5902cb45
BubbleOpacity 0x218540f3
CsLightIndexBuffer 0x5fd09219
ReticleColorIntensity 0xd177ec1f
DepthFadeDistanceFar 0x1d3dc788
IsOverheat 0x57f7be1
OutSpecular 0x24ca6de3
SampSnowPnrbArray 0xe605bb73
LeafTint 0x1b1cbf89
IrisSpotsDensity 0xa0f9131d
TextureIsBlackwhite 0x99967c6f
TexLocalLightsShadowAtlas 0x16edcc93
TexBlockerMaskTarget 0x19d2e981
IrisPatternCurve 0x22aacb00
IriIntensityTextureless 0x94a6b13a
WobbleSpeed 0x8b28fd53
TipMult 0x81c5efab
ScaleDistance 0xd4eb5196
ScreenRect 0x4d10ab78
RawNonCheckerboardedTargetSize 0xdc7ec5d4
FarScale 0x4102bb32
InnerMultExp 0x8d410bc5
TopFadeTighten 0x9bdba698
SampScorchMarks 0xa1b45a42
OverloadIntesity 0x142f23f
TexColorTintMaskMap 0x10a21fdb
FogEnabled 0xe5880e06
CsLightShadowMatricesBuffer 0xcd40b8b
SampMsdfTexture 0xdbe17133
SampNormals 0xd0a68936
PorocityFromMask 0xad957fb7
SampCoveringAlbedo 0x65342959
TexMinimapMetallicSubsurfaceRoughnessSpecular 0x35fcee30
TexEmissivePlanet 0xd9f40064
TraceBoxMax 0x147e9fd6
TexGroundNar 0x2d538138
BFreq 0x8949ff0a
ActualLight 0x1c7c6e7c
InnerHoleRadius 0x481cf544
TexMetalSurfaceData 0x28d9de1b
WeatheringOnDirtAmount 0xa34cea3
SampShadowMinimapHeightmap 0x348aa9b7
AngleFadeRange 0xe54f16b
PostSineExp 0x306715e8
TentacleWiggleExp 0x33f044a5
AngleFadeMult 0xd188958e
FadeDist 0x7c286d6b
TexContinentsLut 0x7b4d52cc
Strength 0x92d7163f
EllipseColorMult 0x199ca16b
MudHeight 0xd4908029
SvInstanceid 0xfc6220a2
NearFade 0xd297e091
SingleChannelAlbedo 0xa6c6dd3f
SampVolumetricCloudsShadowsFinal 0x6a58b87
SampInputTexture 0xbd8d868c
WaveSpeed 0x669b529b
ScreenspaceOffset 0x46f0c024
RibbonAgeLifeOffset 0xfadab2f3
FadeAwayTighten 0x5d6d144
TexAlbedoArray 0x1674710f
SampTerrainTrample 0x665755c2
GlobalViewport 0x516d5ccd
DistTexSpeed 0x75d951be
SelfData 0x41807a61
SampWeatheringAlbedo 0x4ad60f4a
ScenarioMaskBackwardOpacity 0x99c93852
SampUiDiffuseCubemap 0xd9b7f2a
LightingData 0x7ae8af7d
SpeedNoise 0xc01fc7f
TexEmissivePack 0xb985844a
Shexhu 0xc6dffa4a
HologramDsSunColor 0xf1234b24
SampDisplacementMap 0xaa158188
FresnelInner 0x8ce479da
SampRoughnessMap 0xa6506daf
HologramPlanetPositions 0x10689ba
PostSineMult 0x8ffd2626
DetailChannel 0x4d2e44b5
ColorExp 0xf48a1dc5
TexOffset 0xae5a5c0e
SampBackgroundTexture 0xe028d69e
TexNormalXyRoughnessOpacity 0xee92b590
PlxScale 0xa15969eb
TexDiffuseMap 0x203ff8b5
SnowSubsurfaceDiffusion 0x51cc59a6
SampWeatheringSpecial 0x82869108
WearAbledoStrength 0xadb84a6f
IrisColorVariationSpots 0x1d05f8af
SampGeneratedHeightmap 0xdac94ceb
DistTiling 0x51030c28
LumMinRemap 0x492a749
SpecularMix 0xc689a4bf
AccelCurve 0xafd2b511
UseSpecIridescenceMap 0x13c97425
TexHologramCylinderTextureMap 0x746814dc
TexScenarioOverlayTexture 0x73ef758c
Emissiveness 0xbe9e6da9
SampMetallicMap 0xa7085561
SampSnowGlintsTiler 0xe807b0f
TexBackgroundTexture 0xd62a6988
LifetimeExp 0x62bde33
SampAnteriorChamberHeightmap 0x8fb2f28a
NoiseExpCurveEnd 0xc1e36b80
TexGroundAlbedo 0xddd8c14
SampNoiseTexture 0x1fdc6f9e
SampUiTexture 0x43d8fdd1
NormalStr 0x65da8138
LightBleedAmount 0xfdee7dcc
SampBaseNormalAo 0xa2f84817
ImpMap 0x9623e205
SampMaterialTiler 0xafab33c0
TexUiTexture 0x221cacd9
AlbedoColorIntensity 0xf9c222c9
TexErodeTex 0x344cf473
TexLightBleedMap 0x695cfca
TexRoughnessMap 0xf0449b06
BulgeUvs 0x4f6d94b1
SwirlOffset 0xf0025878
SampSurfaceData 0x3b439812
MinLum 0x1e8fae9c
CloudHeightMult 0x379b2799
GlobalSizeMult 0xfbb94fd0
DistTexTile 0xdedc27b5
LensOpacityMul 0x9c94aff8
ClusteredShadingData 0xd3e92882
NormIsNar 0x2c38afdf
TexTextureMap 0x76288802
WeatheringGradingIndex 0xa7668460
TexFogVolumeBlobTexture 0x428910bf
BloodOverlayAmountBackward 0x15fbd61a
Lsxdou 0x5d48e73f
HologramLowerUpperBoundsFade 0x3faad537
EnergyExpMax 0xa74efd98
TexCustomizationMaterialDetailTilerArray 0x54b5072b
EmissivePower 0xb5a80b3f
EdgeMaskMax 0x209e57d3
TexBasemapHighlands 0xfb4001d4
TexColorLut 0xb0b39482
DetailCurvIntensityPorcelain 0x2325c30
SampSkydomeMap 0x86da8e3c
LifeExp 0xa19a3640
TexContinentsTextureMap 0x1bce759b
InvViewProj 0x7751b420
SnowSubsurfaceColor 0x9b61de51
BetterDistanceScale 0xa0295ebb
FogSunIntensity 0x9073b7d2
ScenarioMaskRightOpacity 0xecd17b58
PrimaryColorVariationAlphaChannel 0xdb292743
SampClampLinear 0xf3571da1
OutRoughness 0x449068f2
ScrollDistance 0x8b698444
ArtifactsAmount 0xa87836df
SampNarTex 0xcf4ca39f
BottomFade 0x324a6860
DebugShadowLod 0x303e5b68
SampBaseColorMetalMap 0x25e903e6
TexWeatheringDataMask 0x57dcb993
TexColorVariationMask 0x81493820
SwirlCenter 0xaeea398f
FarFadeDist 0x45453259
WiggleAxis 0x79f560b8
TexCapeGradient 0x6a510951
FadeFar 0x15d4ed3a
TexPlayercardTexture 0x47529ea2
ColorVariationBlueChannel 0xe0cf7651
SubtractAlpha 0xdef98318
EllipseDamageOverride 0x15db6a5f
SineVertexTile 0x5b815d4a
SpecularBase 0x393cf79e
CameraPos 0x75053e0e
TexReticleTexture 0xf4cbdbdb
WingHeight 0x8fae0b7c
TexCustomizationCamoTilerArray 0xa03ede83
TexNormalSpecularAo 0xe48002f4
ChargeGradient 0xc9709900
SampAlbedoArray 0xe5baf05e
CutoffEnd 0x1fda5478
SampVistaDetailAlbedo 0xa4d16764
TexLensCutoutTexture 0x82135587
FireIntensity 0x2a0aea3f
SampHeightNoise 0xf7d1c46
SampTriplanarDetailData 0x98a42477
TexMsdfTexture 0x3edb6bfa
TexMinimapNormalWetness 0x45fc4f0e
TexVolumetricCloudsColor 0xa5f8c93a
Shexhz 0x19a2afca
Falloff 0xe24dc963
ColorOverLife 0x4b503f4a
TexParallaxMap 0x8a6ac956
SampNormalOpacity 0x59308905
EllipseCenterMaskShape 0x1549c57d
TexSurveyQrCode 0x88795182
TertiaryColor 0x63f95d78
LensEmissiveOpacity 0xba57948e
CenterDarkLow 0x7712f6cb
WearTile 0xeb8b5e93
OverlayHeightMaskFade 0xbe868769
TerrainLerp 0xf12553cf
GreyscaleTex 0x39d14f73
TexOverlayTexture 0x8b47ca61
TexScorchMarks 0xd2334194
TexNar 0xa0690a2e
MinSize 0xe7f3ae39
RawNonCheckerboardedViewport 0xde860c50
ParallaxHeight 0x69ea49c5
FogDustiness 0x435c9293
ColorVariationAlphaChannel 0x7c84b7e9
GraphLineThickness 0x2b77bda
FadeEnds 0x935cc439
SampGroundAlbedo 0xf7c9923c
SampEmissiveMask 0xfe5fbaa7
SampGeneratedHeightmapF 0xa01f6ecb
TimeMult 0xbb5e2d9
TexWoundData 0xb21c2a9
Binormal 0xc7e54669
TexTilerArray 0xdc128706
DropSelectInsideMapOpacity 0x3b9a3e14
TexMrae 0x8ca00156
UseRotator 0x581a378a
MinScale 0xd4f25dbc
TexSecondaryMaterialMask 0x64f4b09f
FlareIntensity 0x2198ddfd
TexBaseNormalAo 0xb9e67331
TexVolumetricCloudsShadowsFinal 0xf663552f
PinchUvs 0x441a7308
FlapSpeed 0xbe2aebbb
IgnoreTextures 0x324a53fe
RndNrmStrength 0xad841302
LerpDistance 0x33e1b71
NoiseStr 0x2b8aa679
TexBrdfLut 0x321e56b2
SampBloodSplatterTiler 0x735c0129
SssIntensityStart 0x16362861
WeatheringDirtAmount 0xb7f11f3d
LerpTwoColors 0xa442a1c4
SampLightProbeSpaceSpecular 0x2ea2a5ef
RouteOpacity 0x77e7921
FogForwardscatterPhase 0xf8a6f098
SampDistortionMap 0x9027cd62
RoughnessMax 0xaf2562e
FadeDistance 0x6a887e29
FireColorIntense 0x5945dd26
SampAtmosphericScatteringColor 0xd488f692
FpsCounterdude 0x70683f32
SampAlbedoBlendTex 0x62e07316
CameraUnprojection 0x6bc91d73
SecondaryColorVariationGreenChannel 0x7a5755ac
FlipGradientMask 0x53fb40ef
AngleFadeExponent 0xf1869eea
TexNac 0xf086b4ae
FlareTexExp 0xe5e69a7
SnowSubsurfaceWrap 0xf3db0a68
WeatheringCoveragePower 0xc5f7a29e
SampBaseMask 0x3759d83d
SampNormal 0xbb115e94
TexLightProbeSpaceSpecular 0x93d9a681
FadeStart 0x848eecfe
AoColor 0xc8a06af7
IridescenceEnd 0x712a98f1
NoiseFresnelCenter 0xe580a748
TexWeatheringSpecial 0xe443ee66
IrisSssIntensity 0x42c3bdb6
ViensColor 0x77bb5565
SampColorMap 0x6f0986f2
TexPrimaryMaterialMask 0x96951d42
Thickness 0x457644cb
DebugRendering 0x217a0094
SinusInnerWidth 0x817f221e
SinusTint 0xc66520f3
SubdermalNormalSmoothen 0x3c3a5053
BaseColorMult 0xe99cd802
TexMoonLut 0xb025e469
TexDistortionMap 0xbb8c53c9
PatternValueTint 0x999be664
SampEmissiveColor 0xa0901b19
TimeOffset 0x19b99be6
TexDetail 0x3019ed5f
TexDetailNormals 0xab9e4dc1
InnerGlowFadeExp 0xcc71795f
FogShadowIntensity 0x81a36aad
FuzzSpeculer 0x42aba355
LightSpotAngleStart 0xe67e43dd
SinusIntensity 0x33bc8c9d
TexTextureMapVortex 0x9cb31734
SampWeatheringNar 0xd63fc3c7
UseDistFade 0xc3da2f76
InnerGlowFade 0x747a05c2
CameraCenterPos 0xac8f192
CsClusterDataSize 0xe4aa9d19
FinalOpacityMult 0xabf58ce3
NebulaColor 0x46c5d171
TexShipHubSpecularArray 0x52d223d
TexAlbedoEmissive 0x7091cf14
SssTint 0x2eaaa7e1
TexLinearDepth 0xfcbe28d
TexIrisTiler 0xde34d2e5
SampDistortionTex 0xbee662f9
WeatheringDirtPower 0x3ea5ba71
LumRemapMin 0x1883ee87
UseVertexao 0xe082856
Cutoff 0x8097a46b
TexFlareNoise 0xd0fcd25a
SampNormalXyRoughnessOpacity 0xd974fcd9
TexEmissiveMap 0xca87c027
GFreq 0x8507fbeb
SampGlassData 0x1f86c82
NearOpacity 0xc24a2092
SampAlbedo 0x449cf184
CRibbonDataOffset 0xb75c463d
BodyFreq 0x3205b929
MaxScale 0xc9d5679d
Metallic 0x7da4d360
CsClusterBuffer 0x557c9255
TexBloodSplatterTiler 0xe91e7d32
FresnelExpEnd 0x9a047e83
TexColorRoughnessLut 0xeb3b7b5a
TexOpacityClipMap 0x76840125
SnowIndex 0x16ba55d
ErosionSoftness 0x8f9c7cd2
ShadowRotation 0xbce384d7
BodySpeed 0x490bef88
SubtractMult 0x8ab5794b
CSnow 0x239ad46c
UvPinchAdd 0x64d987f9
UvPinchMult 0xf345ed0
UvPinchMax 0xc9eb9666
TreeRadius 0x7d5001ab
BoundingMin 0xe571f42f
VpRenderResolution 0xf0c9cdda
TexBadgeFlipbook 0x9d0fba60
DropSelectGridThickness 0xe5ecbad8
BloodOverlayAmountForward 0xa2e5da88
ErodeMinAdd 0x7619a430
LastWindState 0x88a46955
NoiseExpMax 0x8bd4f543
LuminocityMax 0x21d6cbb4
ScenarioOverlayAmountBackward 0x5f5e41ca
ClothDetailRoughnessWeight 0x8975dbec
TexGlobalSpecularMap 0xf6589b1
TexScreenVideoTextureY 0xbfd09d83
BloodMaskFadeDistance 0x2a33dd88
EnergyExpMin 0x33f90dde
TexGradientMap 0xa459e3c0
BloodMaskRightHeight 0x5a7ae43c
SpecularVal 0x2a990083
MainWaveOffset 0x24dee6d3
CBillboard 0x6f9b6b60
DetailMin 0x981ba29f
SampNoiseTex 0xad272483
LightBoxMax 0x9e63a3dc
FaceUpBlend 0x593207a5
BottomWidth 0x3b50398d
FresnelPow 0x9e80fa62
SampWoundData 0x10bcb078
DotsMult 0xa32bc84
DropSelectGridSideWrap 0xe4080f43
ScenarioOverlayAmountDown 0x5469303b
DebugVieew 0x3db44e4f
PlanetAtmospherePlanetPosition 0x28129b96
VisibilityMask 0xcb029df0
CsClusterSizeInPixels 0x792124ab
SpecularLow 0xec776716
SssThickness 0x8385c31b
SampVolumetricCloudsColor 0xb94d718b
Thicken 0x849f8731
SampWindNoise 0xc0e09c95
EndFadeMin 0x8de266b5
Normal 0x7668e94b
SpecMult 0xcb24ccb2
TexClearcoatNormXyIntensityRoughnessMap 0xefda4b8d
EmissiveToggle 0xe0c17f2f
DropSelectOutsideMapLineLerp 0xbf3ab6ef
InnerMaskAmount 0x998fa4f7
TexCorporateColorRoughnessLut 0x8b5d481f
ZeroingDist 0xfcf98af9
SampBaseNormalAoSubsurface 0xa2a29051
FadeDistDivide 0x5e43b2da
SampEmissivePlanet 0x9dafc78c
CSkinMatrices 0xc97b40d
WetnessHeightOpacity 0x67c7373e
SpecularRim 0x3ff4362e
IriEnd 0xfbd576fc
CameraLastInvView 0x32ed1500
WearAmount 0x51e5aa88
WindNormalsIntesity 0xc26d6c00
SubsurfaceIntensityMin 0x847664d3
EnemyPresenceStripesCount 0x32004bac
OutlineDistance 0x309e7783
SampCubemap 0x5ecc7e32
WingFreq 0x93ad1dd6
HologramSeparateGrid 0xc54a7772
Channel 0x69de5123
MainWaveFreq 0xc29e53e3
AssetGradingLerp 0x1c47d57d
SampHmap 0x3c619a1d
ColorMain 0x8c344794
TexUiVideoTextureB 0xcecead78
NormalMapAmount 0x738ad930
SnowGlintAmount 0x2f19f416
LodDistanceMultiplier 0xf28da9af
TexWorldmask 0x11062e2c
SvDepth 0xd0de4105
AddWobble 0x4a9353eb
ScenarioMaskLeftHeight 0xc24d0b7a
TexBubbleTex 0x4ecd1fd9
Shextc 0x103bcf25
MovementCurve 0x813796eb
BillboardStartDistance 0x92ad3def
ColorMax 0x4f7d31d0
SampOverlayTexture 0xc405bab1
HologramOverlayColor 0x4bbe8ad2
TexMaskTex 0x8d6afad6
Frames 0x2988f79a
TexMaterialMap 0x86a8f3ce
BasecoloremissiveIntensity 0x91aee521
UseColorMap 0x20e8d5e1
WeatheringCoverageAmount 0x62ed1ed4
TexCapeTear 0xc3cc9bfd
SoftErode 0x19c33bc4
NumFrames 0xb0a493d6
TexGalaxyDust 0xd56c9e29
InteresectExp 0x9db9a243
UseTwoColors 0xf277aef4
UvspaceDirection 0xff8c5913
HologramPlanetAmbientColor 0x1c4f511c
FogLightAmbientIntensity 0xac90a8a0
TexShadowMinimapHeightmap 0x4ab4622f
SampGeneratedMinimap 0x1c7c9a46
LensColor 0xa08c4aac
TornAmount 0x8c232e5c
TexGeneratedHeightmapProperties 0xc7c49757
SnowGlintSize 0x966bf83e
SampLutEmissive 0x1d6fc41f
TextureIsGreyscale 0x892e38f7
BurnIntensity 0xfaf6849f
InvertProcMask 0x2ef71932
NoiseExpCurve 0x682c8aae
TexRoadDataStrip 0xf8345d0
TexWorldOverlayTexture 0xaf0e03aa
FenceOffset 0x5453addd
UseAoMap 0x47c7b44a
CameraLastViewProjection 0x243aaefd
TexIlluminateData 0x6ffaf554
ErodeMax 0x2124a6c7
PupilSharpness 0xa540c42
VertexOffsetPulse 0x161bc552
MudFadeDistance 0x26a47c79
BloodMaskLeftOpacity 0x15c9f9bd
TexSpeed 0x7e2c2a9a
TexNormalMap 0x16d7a318
HitIntensity 0xda09185c
TexWindNoise 0x224fbf64
TexNarTex 0xe21d0106
BodyHeight 0x7ede9d40
DepthNormalScatterWeight 0xbd17656f
WindDirection 0xe1d68d56
MainWaveSpeed 0x9d55e1e1
TexNarTexture 0xc20128f4
TexMotionVectors 0xccd24d69
TexOpacityExp 0x4d106321
TexColorVariationNormal 0x64559d98
PinchMin 0xf8214d28
RibbonVertexStride 0xcae74711
NarTiling 0xce4d841b
TexDetailData 0x26e1211a
TexPupilNormal 0x7db8ad0e
ColorVariationGreenChannel 0xc7df499c
BdataOffsetLast 0x3662b116
FrameNumber 0xc67a00e3
SampGeneratedRouteDistance 0x58ca14bd
DropSelectGridSize 0x6769c515
Slider 0xa7be9d3a
GlobalScale 0x387e6b79
FrameTint 0x9f66ebca
TexBloodTiler 0x42c28655
TexOffsetTile 0x4ac53415
MudOverlayHeightMaskMaxOpacity 0x9d7e2879
TexSkydomeMap 0x8871da7c
TexDepthStencilBuffer 0x7d22f618
Shexlo 0x62dc40b
SssColor 0x5086eea5
MaskChannel 0xf32ad38b
SampGeneratedHeightmapPropertiesHeight 0xfc3bbbaa
ConeAlterColor 0xb53086f8
AtmosphericLookup 0x23e9ba06
SampDataTexture 0xcb61c33e
ScleraColor 0xabc040ca
MaxSubsurfaceOpacity 0x40853f92
TonemapD 0xc692eaee
VertexOffsetPulseSpeed 0xd2290f32
SunColor 0x40027a64
AlbedoColorVariation 0x95ac2347
MaxMult 0xb4443d9c
StartGlowMin 0xfc899df3
LensOcclusionSize 0xba2f978f
MieHeight 0x985c4670
TailFreq 0xbe6b74c4
TexSunShadowMap 0x6cdf6e46
DistanceIntensityFade 0x8ac59842
LerpParticleColor 0x51b61ac8
SampHologramCylinderTextureMap 0x25458d9c
FarOpacity 0x766089e2
RadialUvEdgeMaskExp 0x61ca1b94
SineFreq 0xccbe831e
OpacityMultiplier 0x7827ff8e
ThresholdStartValue 0x2f9bd651
MudOverlayHeightMask 0x280a134e
TexBaseMask 0xeb14a7ee
PostEffectsEnabled 0x954d97d8
Shexxd 0x1f3ad970
ScreenEnabled 0x98fe2f2a
TexDetailMask 0xa101c2e6
BloodMaskForwardHeight 0xcd92d664
PlanetPositionSize 0xb8119057
UpFresnel 0x1daf58a7
VisibilityIndex 0xbb603a3b
SampTex 0x62cb2c67
ChannelPicker 0x9f3eb3b
FogParameters 0x7379e86
TexAlbedoFlag 0xbf82aad9
OpacityPower 0x7482b455
DirtStretch 0xbdad61f1
UseFlipbookBlending 0xb7bdafe4
BurnColor 0xfbfe72d9
SampDamageTilerData 0x4196187f
Animated 0x36d008a4
SampGeneratedGlobalShaderInput 0x7f810ab3
WeatheringDirtDetailing 0x98a20d89
SampShipVideoTextureY 0x42f981a0
SampEarthContinents 0xa9ef234e
TexGeneratedGlobalShaderInput 0x7ad192bc
InputValue 0xd33e4260
MieBeta 0x3e5c7796
SampDepthStencilBuffer 0x6f4a9d50
SssGradient 0x8bd32a93
UseDataTex 0x1393fb1b
SampDecalSheet 0x3b5e5471
LuminocityMin 0x934a3447
TexNac 0x2a0c60da
DoFlash 0x4b921b87
FadeNearCamera 0x44c2594c
SnowFuzzColor 0x170000bd
TexUiDiffuseCubemap 0xc705e5dc
SampColorLut 0x7aa44f3a
SampBaseNormalAoDirt 0x901526c2
TexTrimDecal 0xcdc7be74
SampEmissivemask 0x87e985d4
TexGraphIntegralTexture 0x340cec4
TexScatterDensityMap 0x3175b351
ScalarfieldOpacitySharpness 0x243f5a2f
SampDirtMap 0x46c5ac9a
BloodMaskBackwardHeight 0xcd611619
FlipU 0x5b883b20
DistortionStrength 0xda7fefc7
TexturePanningSpeed 0x84d1ba9c
IlluminateDotsTile 0xda6187c3
PrimaryMaterialColor 0x37688f2c
UseAtlas 0x388f1a18
TexAlbedoTex 0x9f6da030
SecondaryColorVariationRoughnessBlend 0x8369eaa
TexBasemapLowlands 0xfffc0f47
SampBaseColor 0x4da16e78
TexOffsetSpeed 0x60f050b8
AoMin 0x56f46f2b
UseDistScale 0xa4daba3d
SampShipHubSpecularArray 0xf477feb5
TexTearMap 0x4ed4768e
BloodOverlayRoughness 0x21e7cb64
WidenEnd 0xfafd799b
SampGeneratedWaterReplaceLookup 0x1fb06edf
TexPrimaryMaterialAlbedo 0xcbe20732
FlickerColor 0xf957a475
SunEnabled 0x4d7226
SampSdf 0x4a860928
FresnelOuter 0xaf13c0d0
TopExp 0x93d85a45
LightIntensity 0xb6c9e21f
TexGlintSample 0x9ceda150
EllipseCenterMask 0xa3eb7abd
SampPatternMasksArray 0xcaa6f3b1
DropSelectOutlineBorderWidth 0xf9d38903
SampleAmount 0x1c326a98
TexEarthContinents 0x8bd6c907
DirtAmount 0xdd58e22d
SnowSpecular 0xeda49142
TexPatternMasksArray 0x34fb19c7
MudOpacity 0xf6d1722e
TexIesLookup 0x4ab38ee1
TexVistaDetailAlbedo 0xd6a55776
SampColorTintLookup 0x493ed455
SampOffsetTexture 0x3a8fc015
DarkenLow 0x3dc3c3fb
MaskSmoothstepMax 0xbd354ef8
UseLutColor 0xa1f488d4
ColorMult 0xf3bc3a8
VertexOffsetAdditional 0xa0f8acda
TexCctvFeed 0x362b7dca
TexBloodScalarField 0xd38bf3e9
BloodMaskLeftHeight 0x235c7fc9
TexPupilHeightmap 0x27414f6d
SampGeneratedHeightmapSlope 0x2cb5eab3
RoughnessRim 0xdbc2d4d8
NebulaInt 0xea08f0b0
Shextz 0xbf79a05a
DropSelectGridAoCurve 0x2d4998e3
UseVertexColorChannelPicker 0xa68cca20
TexMra 0x7409e913
Shexla 0x8b3037a
CirclularLoop 0x1128a741
LuminLow 0x4e59b050
RoughnessCuravture 0x6b127e15
SampTilerArray 0x14a49e7e
EdgeGlowIntensity 0xf7ca8124
BottomExp 0x4ca35af
FlipbookColumns 0x8501e12a
CPerInstance 0x41d3f841
RoughnessTweak 0x5e92f4d4
SssDiffusion 0x68b91c2a
PlxHeightCenter 0x1c9cd3e5
BloodOverlayAmountRight 0x5cbf4915
Maskstrength 0xff276ec
SampReflectionMap 0x7e6eb353
GlowMultiplier 0xea0cb9a8
SvIsfrontface 0x65998c9d
TexCapeScalarFields 0x2ec567d5
ReticuleScale 0x8915dbd3
EmissiveBoost 0x3ec520d2
LutTint 0xd7b3d074
GOffsetMaster 0x82fa5759
ErodeEndsTightness 0x5b9d651f
MaxLum 0xad79932b
SizeScale 0xd1152db7
LensParallaxMult 0xe51619c9
RowsColumns 0x5dad2c49
UseParticleLifetime 0xa7c42256
NoiseTile 0x4f0d78
MudOverlayColor 0x20fa9fc0
FogGenerationFallOff 0xc1b9a7f
UnderlightIntensity 0xace5616e
LightType 0x9902df65
TopWidth 0x538fb751
BaseEmissive 0xc2ce1d29
VSkew 0x59eb2071
TaaEnabled 0x5923ab38
IriStart 0x9e443cbf
AlphaErode 0x10f1827a
GlobalOpacity 0x9b105b2f
TexCubemap 0xcd623b4d
SampUiSpecularCubemap 0xa28ff184
TexWindVectorField 0x24fdeb64
TexMinimapLut 0x11d3a302
FlareSize 0xdd6d4298
